job_id,job_title,category,industry,company,company_size,location,work_mode,experience_level,required_experience_years,salary_range,skills,job_description,posted_date
1032,Software Engineer,Software Engineering,Telecom,ConnectNet,Startup,Jaipur,On-site,Senior,10,"₹138,600/mo - ₹435,700/mo","jenkins, react, django, node.js, python, typescript, kafka, mongodb, llm apis, golang, teamwork, ownership, communication, problem solving, critical thinking, attention to detail","As a Senior Software Engineer in the Telecom domain at ConnectNet, you will drive measurable impact. Design and develop robust software systems. Optimize application performance and scalability. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-31
1033,MLOps Engineer,Data & Analytics,BFSI,FinVista,MNC,Hyderabad,Remote,Mid,5,"₹57,500/mo - ₹185,600/mo","metabase, deep learning, looker, snowflake, k-means, bigquery, matplotlib, dbt, excel, forecasting, jupyter, random forest, presentation, critical thinking, problem solving, storytelling","As a Mid MLOps Engineer in the BFSI domain at FinVista, you will collaborate with cross-functional teams. Analyse large datasets to extract actionable insights. Develop predictive models to support business decisions. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-24
1034,MLOps Engineer,Data & Analytics,BFSI,CapitalEdge,SME,Chennai,On-site,Junior,3,"₹24,900/mo - ₹74,500/mo","airflow, statistics, spark, nlp, feature engineering, bigquery, machine learning, jupyter, computer vision, stakeholder management, communication, problem solving, critical thinking, presentation, storytelling","As a Junior MLOps Engineer in the BFSI domain at CapitalEdge, you will build scalable solutions. Analyse large datasets to extract actionable insights. Develop predictive models to support business decisions. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-28
1035,Warehouse Supervisor,Operations & Supply Chain,Retail,RetailMax,SME,Ahmedabad,Hybrid,Senior,6,"₹96,900/mo - ₹337,100/mo","kpi tracking, sap, python, inventory management, logistics, six sigma, sustainability ops, warehouse management, excel, ownership, communication, time management, stakeholder management, attention to detail","As a Senior Warehouse Supervisor in the Retail domain at RetailMax, you will collaborate with cross-functional teams. Track inventory levels and manage procurement processes. Monitor and optimise supply chain operations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-29
1036,Vendor Manager,Operations & Supply Chain,E-commerce,QuickCart,MNC,Remote,Remote,Junior,1,"₹22,400/mo - ₹68,700/mo","warehouse management, oracle, sustainability ops, vendor management, inventory management, procurement, six sigma, sap, process improvement, forecasting, stakeholder management, time management, problem solving, ownership","As a Junior Vendor Manager in the E-commerce domain at QuickCart, you will drive measurable impact. Monitor and optimise supply chain operations. Identify process improvement opportunities. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-21
1037,Product Design Engineer,Mechanical & Manufacturing,Energy,SolarFirst,MNC,Remote,On-site,Junior,3,"₹23,800/mo - ₹74,500/mo","additive manufacturing, 3d printing, catia, solidworks, python, ansys, fmea, autocad, gd&t, generative design, communication, problem solving, teamwork, attention to detail, time management","As a Junior Product Design Engineer in the Energy domain at SolarFirst, you will build scalable solutions. Design and develop mechanical components and systems. Support manufacturing process optimisation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-08
1038,HR Analyst,Human Resources,Technology,ByteWorks,MNC,Kolkata,Hybrid,Mid,6,"₹50,000/mo - ₹145,800/mo","interviewing, linkedin recruiter, ai hiring tools, payroll, dei frameworks, hr policies, workday, kpi tracking, performance management, onboarding, hris, problem solving, communication, time management, stakeholder management, attention to detail, empathy","As a Mid HR Analyst in the Technology domain at ByteWorks, you will collaborate with cross-functional teams. Partner with teams to improve engagement and performance. Support hiring, onboarding and employee lifecycle processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-15
1039,Demand Planning Analyst,Operations & Supply Chain,Retail,DailyNeeds,SME,Delhi NCR,Remote,Senior,6,"₹105,900/mo - ₹364,000/mo","power bi, sustainability ops, vendor management, erp, kpi tracking, six sigma, oracle, inventory management, digital twin, lean, ownership, problem solving, stakeholder management, communication","As a Senior Demand Planning Analyst in the Retail domain at DailyNeeds, you will deliver high-quality outcomes. Coordinate with vendors and logistics partners. Track inventory levels and manage procurement processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-10
1040,Data Analyst,Data & Analytics,Retail,DailyNeeds,MNC,Pune,Remote,Mid,4,"₹59,300/mo - ₹184,800/mo","seaborn, decision tree, tableau, power bi, nlp, k-means, excel, airflow, data modeling, machine learning, data cleaning, critical thinking, storytelling, problem solving, communication","As a Mid Data Analyst in the Retail domain at DailyNeeds, you will deliver high-quality outcomes. Build and maintain data pipelines and dashboards. Collaborate with stakeholders to define KPIs and metrics. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-09
1041,Site Reliability Engineer,Software Engineering,Technology,SynapseAI,SME,Hyderabad,On-site,Mid,3,"₹57,400/mo - ₹180,200/mo","redis, rest apis, mongodb, vector databases, ci/cd, llm apis, kubernetes, kafka, attention to detail, mentorship, critical thinking, teamwork, ownership, communication","As a Mid Site Reliability Engineer in the Technology domain at SynapseAI, you will collaborate with cross-functional teams. Write clean, testable code and participate in code reviews. Optimize application performance and scalability. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-05
1042,Mechanical Engineer,Mechanical & Manufacturing,Logistics,OptiChain,MNC,Kolkata,Remote,Mid,6,"₹53,600/mo - ₹165,600/mo","3d printing, root cause analysis, fmea, plc programming, cnc, lean manufacturing, cobots, quality control, python, iot, gd&t, time management, teamwork, attention to detail","As a Mid Mechanical Engineer in the Logistics domain at OptiChain, you will contribute to a high-performing team. Support manufacturing process optimisation. Design and develop mechanical components and systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-11
1043,Healthcare Data Analyst,Healthcare,Pharma,ClinTech,SME,Mumbai,On-site,Senior,11,"₹101,300/mo - ₹357,500/mo","healthcare analytics, clinical trials, medical terminology, ehr, epic, pharmacovigilance, lab management, medical coding, telemedicine, digital health, hipaa, patient coordination, teamwork, problem solving, empathy, time management, communication","As a Senior Healthcare Data Analyst in the Pharma domain at ClinTech, you will deliver high-quality outcomes. Analyse health data to support operational decisions. Maintain accurate clinical documentation and patient records. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-30
1044,CAD Designer,Mechanical & Manufacturing,Energy,PowerGrid,MNC,Noida,Remote,Junior,2,"₹21,300/mo - ₹68,500/mo","python, ansys, additive manufacturing, lean manufacturing, fmea, 3d printing, quality control, autocad, solidworks, project management, teamwork, attention to detail, communication","As a Junior CAD Designer in the Energy domain at PowerGrid, you will deliver high-quality outcomes. Support manufacturing process optimisation. Design and develop mechanical components and systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-09-25
1045,Operations Analyst,Operations & Supply Chain,Manufacturing,ManuCore,MNC,Gurugram,Remote,Senior,9,"₹98,900/mo - ₹364,500/mo","lean, erp, supply chain analytics, procurement, inventory management, python, oracle, vendor management, forecasting, process improvement, excel, stakeholder management, time management, attention to detail, problem solving, communication, ownership","As a Senior Operations Analyst in the Manufacturing domain at ManuCore, you will contribute to a high-performing team. Coordinate with vendors and logistics partners. Track inventory levels and manage procurement processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-01
1046,Medical Billing Specialist,Healthcare,Consulting,InsightCo,SME,Gurugram,On-site,Fresher,1,"₹13,600/mo - ₹35,900/mo","quality assurance, healthcare analytics, patient coordination, ehr, clinical trials, medical coding, icd-10, cerner, telemedicine, digital health, epic, regulatory compliance, empathy, time management, teamwork, attention to detail, problem solving","As a Fresher Medical Billing Specialist in the Consulting domain at InsightCo, you will contribute to a high-performing team. Ensure compliance with healthcare regulations and standards. Coordinate with clinical teams to support patient care. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-31
1047,Warehouse Supervisor,Operations & Supply Chain,E-commerce,QuickCart,Startup,Pune,Hybrid,Senior,7,"₹109,700/mo - ₹361,700/mo","sustainability ops, oracle, erp, forecasting, warehouse management, sap, power bi, ownership, communication, attention to detail, stakeholder management, time management, problem solving","As a Senior Warehouse Supervisor in the E-commerce domain at QuickCart, you will deliver high-quality outcomes. Track inventory levels and manage procurement processes. Identify process improvement opportunities. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-28
1048,CRM Specialist,Marketing & Sales,Technology,NexGen Systems,Startup,Delhi NCR,Remote,Junior,2,"₹22,000/mo - ₹68,300/mo","marketing automation, data analytics, hubspot, conversion optimization, ga4, lead generation, content marketing, google analytics, problem solving, storytelling, presentation, communication, customer focus","As a Junior CRM Specialist in the Technology domain at NexGen Systems, you will contribute to a high-performing team. Manage social media presence and content calendar. Generate and nurture leads through multiple channels. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-01
1049,DevOps Engineer,Software Engineering,Technology,CodeCraft,MNC,Chennai,On-site,Fresher,1,"₹17,800/mo - ₹42,700/mo","gcp, spring boot, webassembly, java, react, rabbitmq, vector databases, postgresql, redis, communication, ownership, critical thinking, problem solving, teamwork, mentorship","As a Fresher DevOps Engineer in the Technology domain at CodeCraft, you will deliver high-quality outcomes. Build and maintain reliable APIs and services. Design and develop robust software systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-22
1050,Tax Analyst,Finance & Accounting,BFSI,FinVista,MNC,Remote,Remote,Mid,4,"₹49,400/mo - ₹163,200/mo","variance analysis, ifrs, compliance, cash flow, sql, accounting, budgeting, python automation, taxation, ind as, audit, gst, problem solving, attention to detail, critical thinking, communication, ownership, stakeholder management","As a Mid Tax Analyst in the BFSI domain at FinVista, you will contribute to a high-performing team. Analyse financial data to identify trends and risks. Ensure compliance with accounting standards and regulations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-24
1051,Quality Control Analyst,Operations & Supply Chain,Automobile,GearTech,MNC,Kolkata,Remote,Fresher,1,"₹12,600/mo - ₹37,300/mo","process improvement, forecasting, sap, logistics, tableau, excel, procurement, sustainability ops, supply chain ai, power bi, lean, python, ownership, time management, communication, stakeholder management, attention to detail, problem solving","As a Fresher Quality Control Analyst in the Automobile domain at GearTech, you will collaborate with cross-functional teams. Identify process improvement opportunities. Coordinate with vendors and logistics partners. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-11
1052,Import/Export Specialist,Operations & Supply Chain,E-commerce,BazaarPro,Startup,Chennai,Remote,Junior,1,"₹21,300/mo - ₹70,500/mo","supply chain ai, sustainability ops, python, logistics, vendor management, power bi, warehouse management, inventory management, erp, supply chain analytics, time management, ownership, problem solving, stakeholder management, attention to detail","As a Junior Import/Export Specialist in the E-commerce domain at BazaarPro, you will deliver high-quality outcomes. Identify process improvement opportunities. Coordinate with vendors and logistics partners. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-14
1053,Structural Engineer,Mechanical & Manufacturing,Automobile,MotorPro,Startup,Kolkata,Hybrid,Mid,5,"₹47,800/mo - ₹160,600/mo","cnc, solidworks, catia, iot, quality control, cobots, generative design, digital twin, six sigma, project management, gd&t, attention to detail, communication, ownership","As a Mid Structural Engineer in the Automobile domain at MotorPro, you will collaborate with cross-functional teams. Ensure quality standards are met across production lines. Design and develop mechanical components and systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-08
1054,Social Media Manager,Marketing & Sales,Retail,MegaMart,MNC,Gurugram,Hybrid,Junior,2,"₹24,300/mo - ₹73,600/mo","figma, content marketing, google analytics, crm, seo, lead generation, copywriting, customer focus, problem solving, communication, creativity","As a Junior Social Media Manager in the Retail domain at MegaMart, you will build scalable solutions. Manage social media presence and content calendar. Generate and nurture leads through multiple channels. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-09-26
1055,HR Operations Manager,Human Resources,FMCG,DailyBrands,SME,Pune,On-site,Fresher,1,"₹12,800/mo - ₹33,700/mo","people analytics, labour law, employee relations, performance management, dei frameworks, training, workday, stakeholder management, empathy, attention to detail","As a Fresher HR Operations Manager in the FMCG domain at DailyBrands, you will deliver high-quality outcomes. Maintain HR data, reports and compliance documentation. Coordinate training and development programmes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-07
1056,Payroll Specialist,Human Resources,Healthcare,CurePlus,Startup,Ahmedabad,Hybrid,Senior,6,"₹101,200/mo - ₹346,300/mo","dei frameworks, performance management, payroll, interviewing, ai hiring tools, compliance, hr policies, screening, onboarding, employee relations, sap successfactors, labour law, attention to detail, communication, empathy, stakeholder management","As a Senior Payroll Specialist in the Healthcare domain at CurePlus, you will drive measurable impact. Support hiring, onboarding and employee lifecycle processes. Coordinate training and development programmes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-11
1057,Sales Executive,Marketing & Sales,Technology,ByteWorks,SME,Pune,Hybrid,Mid,5,"₹50,000/mo - ₹157,300/mo","sem, influencer marketing, salesforce, social media, tiktok ads, ga4, conversion optimization, figma, ai content tools, copywriting, excel, data analytics, communication, stakeholder management, creativity, customer focus, storytelling, presentation","As a Mid Sales Executive in the Technology domain at ByteWorks, you will build scalable solutions. Plan and execute digital marketing campaigns. Manage social media presence and content calendar. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-21
1058,Email Marketing Specialist,Marketing & Sales,Telecom,TowerBridge,MNC,Mumbai,On-site,Junior,2,"₹23,400/mo - ₹69,600/mo","seo, excel, copywriting, data analytics, crm, content marketing, social media, ga4, ai content tools, canva, figma, ab testing, presentation, customer focus, problem solving, storytelling","As a Junior Email Marketing Specialist in the Telecom domain at TowerBridge, you will collaborate with cross-functional teams. Analyse campaign performance and optimize for ROI. Plan and execute digital marketing campaigns. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-12
1059,Frontend Developer,Software Engineering,BFSI,FinVista,MNC,Noida,On-site,Senior,11,"₹127,700/mo - ₹431,000/mo","fastapi, rest apis, rabbitmq, jenkins, aws, redis, microservices, rust, llm apis, github actions, vector databases, kubernetes, ownership, problem solving, critical thinking, teamwork","As a Senior Frontend Developer in the BFSI domain at FinVista, you will deliver high-quality outcomes. Optimize application performance and scalability. Build and maintain reliable APIs and services. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-13
1060,Diversity & Inclusion Specialist,Human Resources,FMCG,QuickFMCG,MNC,Pune,Remote,Junior,1,"₹23,400/mo - ₹67,900/mo","onboarding, people analytics, linkedin recruiter, sap successfactors, hr policies, recruitment, excel, hris, payroll, conflict resolution, dei frameworks, ai hiring tools, stakeholder management, communication, attention to detail, problem solving","As a Junior Diversity & Inclusion Specialist in the FMCG domain at QuickFMCG, you will contribute to a high-performing team. Maintain HR data, reports and compliance documentation. Coordinate training and development programmes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-15
1061,Security Engineer,Software Engineering,Telecom,ConnectNet,Startup,Noida,Hybrid,Fresher,1,"₹16,000/mo - ₹47,400/mo","flask, rest apis, rust, webassembly, graphql, linux, github actions, microservices, nginx, vector databases, docker, golang, critical thinking, mentorship, problem solving, communication, ownership, teamwork","As a Fresher Security Engineer in the Telecom domain at ConnectNet, you will contribute to a high-performing team. Build and maintain reliable APIs and services. Design and develop robust software systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-27
1062,Audit Associate,Finance & Accounting,BFSI,TrustBank,SME,Gurugram,Hybrid,Fresher,0,"₹14,000/mo - ₹40,500/mo","ind as, sql, risk management, forecasting, taxation, ifrs, bookkeeping, excel, blockchain basics, bloomberg terminal, python automation, p&l management, communication, ownership, problem solving, stakeholder management, attention to detail, critical thinking","As a Fresher Audit Associate in the BFSI domain at TrustBank, you will build scalable solutions. Analyse financial data to identify trends and risks. Ensure compliance with accounting standards and regulations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-23
1063,Import/Export Specialist,Operations & Supply Chain,Manufacturing,AlloyPro,Startup,Pune,Remote,Intern,0,"₹6,600/mo - ₹18,200/mo","warehouse management, lean, power bi, kpi tracking, forecasting, vendor management, supply chain analytics, time management, attention to detail, problem solving, ownership, stakeholder management","As a Intern Import/Export Specialist in the Manufacturing domain at AlloyPro, you will contribute to a high-performing team. Monitor and optimise supply chain operations. Track inventory levels and manage procurement processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-30
1064,AI Engineer,Software Engineering,Technology,TechNova,SME,Gurugram,Remote,Fresher,0,"₹16,300/mo - ₹44,200/mo","node.js, redis, vector databases, jenkins, terraform, mongodb, graphql, rabbitmq, azure, langchain, ownership, mentorship, teamwork, problem solving, attention to detail","As a Fresher AI Engineer in the Technology domain at TechNova, you will drive measurable impact. Design and develop robust software systems. Optimize application performance and scalability. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-06
1065,Reporting Analyst,Data & Analytics,BFSI,FinVista,SME,Mumbai,On-site,Mid,4,"₹52,800/mo - ₹170,500/mo","deep learning, nlp, llm fine-tuning, ab testing, forecasting, vector databases, numpy, spark, critical thinking, storytelling, problem solving","As a Mid Reporting Analyst in the BFSI domain at FinVista, you will deliver high-quality outcomes. Build and maintain data pipelines and dashboards. Analyse large datasets to extract actionable insights. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-23
1066,HR Business Partner,Human Resources,FMCG,FreshGoods,SME,Pune,Remote,Junior,3,"₹22,900/mo - ₹66,300/mo","workday, kpi tracking, onboarding, excel, compliance, interviewing, dei frameworks, hr policies, employee relations, sap successfactors, labour law, payroll, empathy, time management, stakeholder management","As a Junior HR Business Partner in the FMCG domain at FreshGoods, you will build scalable solutions. Maintain HR data, reports and compliance documentation. Support hiring, onboarding and employee lifecycle processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-19
1067,Credit Analyst,Finance & Accounting,Retail,DailyNeeds,MNC,Hyderabad,On-site,Senior,9,"₹113,200/mo - ₹404,000/mo","tally, cash flow, budgeting, ind as, blockchain basics, power bi, sql, sap, variance analysis, communication, critical thinking, ownership, problem solving, attention to detail, stakeholder management","As a Senior Credit Analyst in the Retail domain at DailyNeeds, you will contribute to a high-performing team. Ensure compliance with accounting standards and regulations. Support budgeting, forecasting and financial planning. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-26
1068,HR Analyst,Human Resources,Healthcare,WellnessHub,MNC,Remote,Remote,Junior,2,"₹22,400/mo - ₹69,100/mo","training, linkedin recruiter, conflict resolution, ai hiring tools, interviewing, performance management, employee relations, compliance, stakeholder management, empathy, attention to detail","As a Junior HR Analyst in the Healthcare domain at WellnessHub, you will drive measurable impact. Support hiring, onboarding and employee lifecycle processes. Coordinate training and development programmes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-11
1069,Data Engineer,Data & Analytics,BFSI,MoneyPro,Startup,Gurugram,On-site,Junior,2,"₹26,200/mo - ₹78,800/mo","airflow, jupyter, mlops, pandas, decision tree, tensorflow, sql, excel, redshift, communication, critical thinking, problem solving","As a Junior Data Engineer in the BFSI domain at MoneyPro, you will drive measurable impact. Develop predictive models to support business decisions. Collaborate with stakeholders to define KPIs and metrics. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-28
1070,Credit Analyst,Finance & Accounting,BFSI,TrustBank,MNC,Remote,Remote,Fresher,1,"₹14,800/mo - ₹39,400/mo","gst, variance analysis, tally, excel, financial modeling, risk management, ifrs, stakeholder management, critical thinking, ownership, attention to detail, problem solving","As a Fresher Credit Analyst in the BFSI domain at TrustBank, you will collaborate with cross-functional teams. Prepare financial reports and variance analysis. Support budgeting, forecasting and financial planning. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-27
1071,HR Analyst,Human Resources,Consulting,AlphaAdvisors,SME,Delhi NCR,Hybrid,Junior,1,"₹21,900/mo - ₹66,800/mo","sap successfactors, workday, compliance, payroll, conflict resolution, people analytics, hr policies, linkedin recruiter, performance management, interviewing, labour law, stakeholder management, problem solving, communication, attention to detail, time management","As a Junior HR Analyst in the Consulting domain at AlphaAdvisors, you will build scalable solutions. Partner with teams to improve engagement and performance. Support hiring, onboarding and employee lifecycle processes. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-11
1072,Quality Engineer,Mechanical & Manufacturing,Manufacturing,FabriTech,MNC,Noida,Remote,Mid,5,"₹47,900/mo - ₹170,200/mo","matlab, plc programming, 3d printing, ansys, gd&t, iot, cobots, quality control, digital twin, lean manufacturing, cnc, python, time management, ownership, problem solving, teamwork","As a Mid Quality Engineer in the Manufacturing domain at FabriTech, you will build scalable solutions. Conduct root cause analysis for production issues. Ensure quality standards are met across production lines. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-16
1073,Payroll Specialist,Human Resources,Technology,NexGen Systems,MNC,Mumbai,Hybrid,Fresher,1,"₹13,600/mo - ₹36,200/mo","onboarding, kpi tracking, hris, conflict resolution, ai hiring tools, interviewing, training, attention to detail, time management, problem solving, stakeholder management","As a Fresher Payroll Specialist in the Technology domain at NexGen Systems, you will drive measurable impact. Support hiring, onboarding and employee lifecycle processes. Maintain HR data, reports and compliance documentation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-23
1074,Mechanical Engineer,Mechanical & Manufacturing,Automobile,WheelWorks,SME,Pune,Hybrid,Junior,1,"₹24,200/mo - ₹67,200/mo","python, matlab, gd&t, digital twin, project management, 3d printing, additive manufacturing, catia, problem solving, communication, ownership","As a Junior Mechanical Engineer in the Automobile domain at WheelWorks, you will build scalable solutions. Design and develop mechanical components and systems. Support manufacturing process optimisation. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-28
1075,Fleet Manager,Operations & Supply Chain,Logistics,SwiftLog,Startup,Bengaluru,Hybrid,Junior,2,"₹22,800/mo - ₹62,600/mo","logistics, vendor management, lean, six sigma, kpi tracking, forecasting, supply chain analytics, communication, ownership, problem solving","As a Junior Fleet Manager in the Logistics domain at SwiftLog, you will build scalable solutions. Coordinate with vendors and logistics partners. Monitor and optimise supply chain operations. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-07
1076,Financial Analyst,Finance & Accounting,FMCG,DailyBrands,MNC,Chennai,On-site,Junior,3,"₹23,500/mo - ₹73,800/mo","power bi, financial modeling, compliance, ind as, taxation, risk management, bookkeeping, esg reporting, bloomberg terminal, blockchain basics, forecasting, critical thinking, communication, ownership","As a Junior Financial Analyst in the FMCG domain at DailyBrands, you will contribute to a high-performing team. Prepare financial reports and variance analysis. Analyse financial data to identify trends and risks. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-13
1077,Data Engineer,Data & Analytics,E-commerce,UrbanRetail,Startup,Remote,On-site,Junior,2,"₹26,900/mo - ₹74,100/mo","deep learning, sql, machine learning, data modeling, pandas, vector databases, scikit-learn, k-means, numpy, stakeholder management, presentation, communication, problem solving","As a Junior Data Engineer in the E-commerce domain at UrbanRetail, you will collaborate with cross-functional teams. Build and maintain data pipelines and dashboards. Collaborate with stakeholders to define KPIs and metrics. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-04
1078,CAD Designer,Mechanical & Manufacturing,Automobile,AutoDrive,SME,Ahmedabad,Hybrid,Fresher,1,"₹13,300/mo - ₹37,000/mo","python, autocad, ansys, generative design, lean manufacturing, solidworks, plc programming, time management, attention to detail, problem solving, communication, teamwork","As a Fresher CAD Designer in the Automobile domain at AutoDrive, you will build scalable solutions. Support manufacturing process optimisation. Conduct root cause analysis for production issues. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-10-02
1079,CAD Designer,Mechanical & Manufacturing,Automobile,DriveNext,SME,Jaipur,On-site,Mid,5,"₹47,300/mo - ₹164,100/mo","fmea, project management, python, autocad, catia, generative design, gd&t, solidworks, teamwork, time management, ownership, problem solving, communication, attention to detail","As a Mid CAD Designer in the Automobile domain at DriveNext, you will deliver high-quality outcomes. Conduct root cause analysis for production issues. Design and develop mechanical components and systems. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-02-06
1080,Talent Acquisition Specialist,Human Resources,Healthcare,HealthFirst,Startup,Chennai,Hybrid,Senior,6,"₹100,700/mo - ₹381,900/mo","ai hiring tools, compliance, conflict resolution, workday, sap successfactors, labour law, recruitment, linkedin recruiter, training, performance management, interviewing, time management, problem solving, stakeholder management, communication, empathy","As a Senior Talent Acquisition Specialist in the Healthcare domain at HealthFirst, you will collaborate with cross-functional teams. Coordinate training and development programmes. Partner with teams to improve engagement and performance. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-01-15
1081,Compliance Analyst,Finance & Accounting,Retail,RetailMax,SME,Delhi NCR,Hybrid,Mid,6,"₹57,000/mo - ₹172,800/mo","sap, variance analysis, bookkeeping, excel, python automation, ifrs, forecasting, accounting, ind as, communication, stakeholder management, ownership","As a Mid Compliance Analyst in the Retail domain at RetailMax, you will collaborate with cross-functional teams. Support budgeting, forecasting and financial planning. Analyse financial data to identify trends and risks. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-12-13
1082,Hospital Operations Manager,Healthcare,Education,EduSpark,MNC,Pune,Hybrid,Intern,0,"₹7,400/mo - ₹19,300/mo","clinical trials, lab management, data entry, ehr, telemedicine, digital health, medical terminology, cerner, pharmacovigilance, clinical documentation, time management, empathy, attention to detail","As a Intern Hospital Operations Manager in the Education domain at EduSpark, you will collaborate with cross-functional teams. Ensure compliance with healthcare regulations and standards. Maintain accurate clinical documentation and patient records. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2026-03-06
1083,Data Analyst,Data & Analytics,BFSI,TrustBank,SME,Bengaluru,On-site,Mid,6,"₹54,700/mo - ₹182,500/mo","looker, redshift, langchain, numpy, tensorflow, feature engineering, streamlit, excel, statistics, seaborn, presentation, communication, stakeholder management","As a Mid Data Analyst in the BFSI domain at TrustBank, you will drive measurable impact. Build and maintain data pipelines and dashboards. Develop predictive models to support business decisions. You will work in an agile environment with continuous feedback and iteration. Strong ownership, communication, and problem-solving are essential for success.",2025-11-08
